subid,Target,CorrectResponse,RESP,CRESP,Ort,Block,Trial,OnsetDelay,OnsetTime,RTTime,RT,ACC
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,653,17,1138376,1138792,416,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,654,17,1139593,1140000,407,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,655,16,1140809,1141192,383,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,9,656,17,1141993,1142416,423,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,657,16,1143226,1143600,374,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,658,17,1144410,1144864,454,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,659,17,1145660,1145976,316,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,9,660,17,1146777,1147136,359,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,661,16,1147943,1148336,393,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,662,16,1149143,1149528,385,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,663,17,1150327,1150640,313,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,664,17,1151444,1151832,388,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,665,17,1152627,1152960,333,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,666,16,1153760,1154136,376,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,667,17,1154944,1155328,384,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,668,16,1156127,1156464,337,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,669,17,1157261,1157552,291,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,670,17,1158361,1158736,375,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,671,16,1159544,1159896,352,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,672,16,1160694,1161040,346,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,673,16,1161844,1162208,364,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,674,17,1163011,1163400,389,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,675,17,1164195,1164472,277,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,676,17,1165278,1165848,570,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,677,17,1166645,1167064,419,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,678,16,1167861,1168216,355,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,679,17,1169012,1169352,340,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,680,17,1170162,1170528,366,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,681,16,1171328,1171648,320,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,682,17,1172445,1172816,371,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,683,17,1173612,1174016,404,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,684,17,1174812,1175208,396,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,685,17,1176012,1176328,316,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,686,17,1177129,1177824,695,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,687,17,1178629,1179560,931,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,688,16,1180362,1180976,614,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,689,16,1181779,1182160,381,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,690,17,1182963,1183304,341,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,691,17,1184113,1184544,431,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,692,17,1185346,1185744,398,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,693,17,1186546,1186952,406,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,694,17,1187763,1188088,325,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,9,695,16,1188896,1189264,368,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,696,17,1190063,1190385,322,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,697,17,1191180,1191616,436,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,698,16,1192413,1192968,555,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,699,16,1193763,1194081,318,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,700,17,1194880,1195217,337,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,701,17,1196014,1196305,291,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,702,17,1197114,1197361,247,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,703,17,1198164,1198561,397,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,704,17,1199364,1199697,333,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,705,16,1200497,1200777,280,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,706,17,1201581,1201897,316,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,9,707,16,1202697,1203073,376,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,708,17,1203881,1204257,376,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,709,16,1205064,1205401,337,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,9,710,17,1206198,1206465,267,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,711,16,1207264,1207513,249,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,712,16,1208314,1208737,423,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,713,16,1209531,1209881,350,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,714,16,1210681,1211209,528,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,9,715,17,1212015,1212433,418,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,716,17,1213232,1213657,425,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,717,17,1214465,1214993,528,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,9,718,16,1215798,1216233,435,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,9,719,17,1217032,1217569,537,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,9,720,16,1218365,1218825,460,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,721,17,1256368,1256930,562,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,722,17,1257735,1258082,347,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,10,723,17,1258885,1259258,373,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,724,16,1260068,1260426,358,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,725,17,1261235,1261538,303,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,726,16,1262335,1262658,323,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,727,17,1263452,1263794,342,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,10,728,17,1264602,1264962,360,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,729,17,1265769,1266162,393,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,10,730,17,1266969,1267346,377,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,731,16,1268152,1268538,386,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,732,17,1269336,1269682,346,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,733,17,1270486,1270834,348,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,734,17,1271636,1272074,438,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,735,16,1272869,1273210,341,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,736,16,1274019,1274466,447,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,737,17,1275270,1275674,404,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,738,17,1276470,1276954,484,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,30,10,739,17,1277753,1278226,473,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,740,16,1279036,1279386,350,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,10,741,17,1280187,1280426,239,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,742,17,1281237,1281626,389,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,743,17,1282437,1282834,397,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,744,17,1283637,1283986,349,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,745,17,1284787,1285250,463,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,746,17,1286054,1286514,460,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,747,16,1287320,1287794,474,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,748,17,1288604,1289114,510,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,749,17,1289921,1290210,289,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,750,17,1291021,1291306,285,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,751,17,1292104,1292386,282,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,10,752,17,1293188,1293450,262,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,753,16,1294254,1294714,460,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,754,17,1295521,1295874,353,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,755,17,1296671,1296962,291,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,756,16,1297771,1298234,463,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,757,17,1299038,1299362,324,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,70,10,758,16,1300171,1300514,343,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,759,16,1301321,1301778,457,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,760,16,1302588,1302970,382,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,761,17,1303772,1304114,342,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,762,17,1304922,1305242,320,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,763,16,1306038,1306378,340,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,764,17,1307189,1307618,429,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,765,17,1308422,1309018,596,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,766,17,1309822,1310242,420,1
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,10,767,17,1311039,1311354,315,0
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,768,17,1312156,1312530,374,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,769,17,1313339,1313778,439,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,770,17,1314589,1315042,453,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,771,16,1315839,1316234,395,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,10,772,16,1317039,1317298,259,0
Simon_mitTrigger_redblue-13-2,T,b,r,b,70,10,773,17,1318106,1318466,360,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,774,17,1319273,1319642,369,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,775,17,1320440,1320914,474,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,776,17,1321723,1322107,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,777,16,1322906,1323291,385,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,778,17,1324090,1324499,409,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,779,17,1325307,1325723,416,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,780,16,1326523,1326907,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,781,17,1327707,1328371,664,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,782,17,1329174,1329515,341,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,783,17,1330324,1330643,319,1
Simon_mitTrigger_redblue-13-2,X,r,b,r,30,10,784,16,1331440,1331763,323,0
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,785,17,1332574,1332939,365,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,786,16,1333757,1334035,278,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,787,17,1334841,1335251,410,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,788,16,1336057,1336451,394,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,789,16,1337257,1337643,386,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,790,17,1338441,1338811,370,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,791,17,1339608,1340195,587,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,792,17,1340991,1341379,388,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,793,17,1342175,1342627,452,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,794,17,1343425,1343867,442,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,70,10,795,17,1344675,1345059,384,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,796,17,1345858,1346219,361,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,70,10,797,17,1347025,1347491,466,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,798,17,1348292,1348771,479,1
Simon_mitTrigger_redblue-13-2,T,b,b,b,30,10,799,17,1349575,1350051,476,1
Simon_mitTrigger_redblue-13-2,X,r,r,r,30,10,800,17,1350859,1351283,424,1
