Congruency_condition,Target_position,Target_identity,Correct_key,Parallel_signal,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textPresent_welcome_message.started,keyPress_SPACE_bar.started,textExperiment_start_confirmation.started,textPresent_welcome_message.stopped,keyPress_SPACE_bar.keys,keyPress_SPACE_bar.rt,textBlock_intro.started,keyBlock_start.started,keyBlock_start.keys,keyBlock_start.rt,textJitter_blank_screen.started,textJitter_blank_screen.stopped,textFixation_cross_I.started,textFixation_cross_II.started,textTarget_presentation.started,button_resp.started,button_resp.keys,button_resp.corr,button_resp.rt,textReaction_feedback.started,textISI_blank_screen.started,textFixation_cross_I.stopped,textReaction_feedback.stopped,textISI_blank_screen.stopped,textGoodbye_message.started,keyEnd_experiment.started,textGoodbye_message.stopped,keyEnd_experiment.keys,keyEnd_experiment.corr,keyEnd_experiment.rt,Participant (no.: ###),Session (no.: ###),Gender (m/f/d),Handedness (r/l),Height (cm),Weight (kg),date,expName,psychopyVersion,participant,frameRate,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,44,44,58,,,,,,,,,,,1589.347418999998,1590.3489898999687,1590.3489898999687,1590.5418541999534,1590.5418541999534,1590.5418541999534,5,1,0.5637525001075119,1591.1119910997804,1591.4666475998238,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,45,45,2,,,,,,,,,,,1591.6690632998943,1592.6751240999438,1592.6751240999438,1592.8686294998042,1592.8686294998042,1592.8686294998042,5,1,0.3058909000828862,1593.1863847000059,1593.534748799866,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,46,46,78,,,,,,,,,,,1593.7375014999416,1594.736209699884,1594.736209699884,1594.937347699888,1594.937347699888,1594.937347699888,5,1,0.33372459979727864,1595.2810749998316,1595.6318846999202,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,47,47,25,,,,,,,,,,,1595.8332440999802,1596.8349975999445,1596.8349975999445,1597.0284151998349,1597.0284151998349,1597.0284151998349,4,1,1.145218500168994,1598.18037369987,1598.5353896999732,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,48,48,9,,,,,,,,,,,1598.7376792998984,1599.7443706998602,1599.7443706998602,1599.9373337998986,1599.9373337998986,1599.9373337998986,4,1,0.4535878000315279,1600.3995531999972,1600.7506017999258,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,49,49,53,,,,,,,,,,,1600.9520682999864,1601.9520250998903,1601.9520250998903,1602.1527523999102,1602.1527523999102,1602.1527523999102,5,0,0.5359210001770407,1602.69469569996,1603.0495528997853,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,50,50,37,,,,,,,,,,,1603.2497840998694,1604.2494445999619,1604.2494445999619,1604.4520415998995,1604.4520415998995,1604.4520415998995,5,0,0.34917739988304675,1604.809000399895,1605.1606276999228,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,51,51,36,,,,,,,,,,,1605.3605448999442,1606.3658087998629,1606.3658087998629,1606.5623264999595,1606.5623264999595,1606.5623264999595,4,1,0.31395799992606044,1606.8833862999454,1607.2386692999862,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,52,52,47,,,,,,,,,,,1607.4388244999573,1608.4412411998492,1608.4412411998492,1608.6355400998145,1608.6355400998145,1608.6355400998145,5,1,0.5094602999743074,1609.151799599873,1609.505953699816,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,53,53,76,,,,,,,,,,,1609.7074476999696,,1610.7000386998989,1610.9019861998968,1610.9019861998968,1610.9019861998968,4,1,0.6954910000786185,1611.6032071998343,1611.9591445999686,1610.9019861998968,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,54,54,64,,,,,,,,,,,1612.159105699975,1613.1606188998558,1613.1606188998558,1613.3653635999653,1613.3653635999653,1613.3653635999653,4,1,0.34350470011122525,1613.7216825999785,1614.0702465998475,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,55,55,40,,,,,,,,,,,1614.2718078999314,,1615.263350999914,1615.4627880998887,1615.4627880998887,1615.4627880998887,4,1,0.36438870010897517,1615.834149000002,1616.1883404999971,1615.4627880998887,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,56,56,54,,,,,,,,,,,1616.389715799829,1617.3882742999122,1617.3882742999122,1617.5899024999235,1617.5899024999235,1617.5899024999235,5,1,0.29305209987796843,1617.890198199777,1618.242516899947,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,57,57,49,,,,,,,,,,,1618.4464565999806,1619.4513751999475,1619.4513751999475,1619.6522267998662,1619.6522267998662,1619.6522267998662,4,1,0.4516866998746991,1620.1107453999575,1620.4634193999227,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,58,58,60,,,,,,,,,,,1620.665777699789,,1621.6591940999497,1621.8599977998529,1621.8599977998529,1621.8599977998529,4,1,0.43215690017677844,1622.305919099832,1622.6539680999704,1621.8599977998529,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,59,59,32,,,,,,,,,,,1622.8533386997879,1623.854621199891,1623.854621199891,1624.0556574999355,1624.0556574999355,1624.0556574999355,5,0,0.2713203998282552,1624.335559199797,1624.6880686997902,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,60,60,18,,,,,,,,,,,1624.8920578998514,1625.8950563999824,1625.8950563999824,1626.0893261998426,1626.0893261998426,1626.0893261998426,4,0,0.06411599996499717,1626.1597452999558,1626.5160480998456,,1626.509058599826,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,61,61,4,,,,,,,,,,,1626.7158791997936,,1627.7062403999735,1627.9102908999193,1627.9102908999193,1627.9102908999193,4,1,0.34711249987594783,1628.2627973000053,1628.6215024997946,1627.9102908999193,1628.614452399779,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,62,62,31,,,,,,,,,,,1628.8164172999095,1629.8178396997973,1629.8178396997973,1630.0193009998184,1630.0193009998184,1630.0193009998184,5,1,0.43064709985628724,1630.4568162998185,1630.8100936999545,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,63,63,29,,,,,,,,,,,1631.0174980999436,1632.0207264998462,1632.0207264998462,1632.2069776998833,1632.2069776998833,1632.2069776998833,4,1,0.4328899998217821,1632.6516070999205,1633.0001933998428,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,64,64,42,,,,,,,,,,,1633.2011252997909,1634.2001915997826,1634.2001915997826,1634.4015958998352,1634.4015958998352,1634.4015958998352,4,0,0.36222569993697107,1634.7709060998168,1635.1252569998614,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,65,65,17,,,,,,,,,,,1635.3248406997882,1636.3248496998567,1636.3248496998567,1636.528051899979,1636.528051899979,1636.528051899979,4,1,0.3674485001247376,1636.9024510998279,1637.2561909998767,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,66,66,56,,,,,,,,,,,1637.4569029998966,1638.4587289998308,1638.4587289998308,1638.6512742999475,1638.6512742999475,1638.6512742999475,5,0,0.550517600029707,1639.209945099894,1639.561246199999,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,67,67,7,,,,,,,,,,,1639.7604890998919,,1640.7560011998285,1640.9644188999664,1640.9644188999664,1640.9644188999664,5,1,0.4514199998229742,1641.422861599829,1641.7769169998355,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,68,68,51,,,,,,,,,,,1641.977537999861,1642.9784565998707,1642.9784565998707,1643.173448199872,1643.173448199872,1643.173448199872,5,1,0.5766047998331487,1643.756525499979,1644.1109195000026,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,69,69,3,,,,,,,,,,,1644.3123058998026,1645.3157752999105,1645.3157752999105,1645.5134154998232,1645.5134154998232,1645.5134154998232,5,1,0.5352320000529289,1646.0540877999738,1646.40897699981,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,70,70,20,,,,,,,,,,,1646.6141963999253,1647.617585199885,1647.617585199885,1647.812458399916,1647.812458399916,1647.812458399916,4,1,0.4096851998474449,1648.2277229998726,1648.58345239982,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,7,0,7,0,0,71,71,68,,,,,,,,,,,1648.784463999793,1649.7848333998118,1649.7848333998118,1649.984410099918,1649.984410099918,1649.984410099918,5,0,0.5393017998430878,1650.532690799795,1650.8848541998304,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,72,72,66,,,,,,,,,,,1651.086007299833,1652.088108099997,1652.088108099997,1652.2825036998838,1652.2825036998838,1652.2825036998838,5,1,0.6180067001841962,1652.9074723999947,1653.2617813998368,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,73,73,23,,,,,,,,,,,1653.4646630999632,1654.4634033998009,1654.4634033998009,1654.658575899899,1654.658575899899,1654.658575899899,5,1,0.4514050998259336,1655.117556899786,1655.4713165999856,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,74,74,39,,,,,,,,,,,1655.668615099974,1656.6731845999602,1656.6731845999602,1656.8742721998133,1656.8742721998133,1656.8742721998133,5,1,0.4171089001465589,1657.2977946999017,1657.6506478998344,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,75,75,50,,,,,,,,,,,1657.8520130999386,1658.85649369983,1658.85649369983,1659.055075999815,1659.055075999815,1659.055075999815,5,1,0.44201660016551614,1659.5070229999255,1659.859941399889,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,7,0,7,0,0,76,76,63,,,,,,,,,,,1660.056306899991,1661.0622310999315,1661.0622310999315,1661.2585035997909,1661.2585035997909,1661.2585035997909,5,1,0.4425307000055909,1661.7084422998596,1662.062145399861,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,7,0,7,0,0,77,77,30,,,,,,,,,,,1662.2618709998205,,1663.2518816997763,1663.456124899909,1663.456124899909,1663.456124899909,5,1,0.38859760016202927,1663.8515556999482,1664.2062108998653,1663.456124899909,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,78,78,13,,,,,,,,,,,1664.4070502999239,1665.4070641999133,1665.4070641999133,1665.6084517999552,1665.6084517999552,1665.6084517999552,4,1,0.4211555002257228,1666.0357005998958,1666.3879160999786,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,7,0,7,0,0,79,79,65,,,,,,,,,,,1666.5890356998425,,1667.5809524999931,1667.7833278998733,1667.7833278998733,1667.7833278998733,4,1,0.48689129995182157,1668.277006499935,1668.6296378998086,1667.7833278998733,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,0,0,61,,,,,,,1668.8478412998375,1668.8478412998375,space,17.87637099996209,1686.7474433998577,1687.750446099788,1687.750446099788,1687.936830499908,1687.936830499908,1687.936830499908,4,1,0.4018273002002388,1688.344803399872,1688.7001492998097,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,1,1,16,,,,,,,,,,,1688.9014005998615,1689.9039543999825,1689.9039543999825,1690.1012171998154,1690.1012171998154,1690.1012171998154,4,1,0.3892061000224203,1690.4968226999044,1690.8513607999776,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,2,2,27,,,,,,,,,,,1691.053530599922,1692.0539269999135,1692.0539269999135,1692.2474245999474,1692.2474245999474,1692.2474245999474,5,1,0.4385035999584943,1692.6922520999797,1693.0455507999286,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,3,3,5,,,,,,,,,,,1693.2474806997925,1694.2484325999394,1694.2484325999394,1694.4492465998046,1694.4492465998046,1694.4492465998046,4,1,0.43801110005006194,1694.8926698998548,1695.2486035998445,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,4,4,40,,,,,,,,,,,1695.449843299808,1696.4556780999992,1696.4556780999992,1696.6496524999384,1696.6496524999384,1696.6496524999384,4,1,0.4250866000074893,1697.0817753998563,1697.4350326999556,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,5,5,47,,,,,,,,,,,1697.6359695999417,1698.6373877997976,1698.6373877997976,1698.8386908997782,1698.8386908997782,1698.8386908997782,5,1,0.6599408001638949,1699.5042369998991,1699.8591117998585,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,6,6,66,,,,,,,,,,,1700.0607684999704,1701.063564099837,1701.063564099837,1701.2580094998702,1701.2580094998702,1701.2580094998702,4,0,0.5982945999130607,1701.8690905999392,1702.2194434998091,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,7,7,64,,,,,,,,,,,1702.4201171998866,1703.4203870999627,1703.4203870999627,1703.6175884997938,1703.6175884997938,1703.6175884997938,5,0,0.8798749002162367,1704.5046239998192,1704.8604538999498,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,8,8,76,,,,,,,,,,,1705.0606161998585,,1706.0539405997843,1706.2549673998728,1706.2549673998728,1706.2549673998728,5,0,0.6595401000231504,1706.9211780999321,1707.273259999929,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,9,9,51,,,,,,,,,,,1707.475975099951,,1708.4685936998576,1708.6702876999043,1708.6702876999043,1708.6702876999043,4,0,1.2235765000805259,1709.9017804998439,1710.2549039998557,1708.6702876999043,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,10,10,58,,,,,,,,,,,1710.4573450998869,1711.4563930998556,1711.4563930998556,1711.6578440999147,1711.6578440999147,1711.6578440999147,5,1,1.154100300045684,1712.8203747998923,1713.1703776000068,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,11,11,7,,,,,,,,,,,1713.3715704998467,1714.372447700007,1714.372447700007,1714.573248700006,1714.573248700006,1714.573248700006,4,0,0.959436200093478,1715.5438820999116,1715.8928777999245,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,12,12,52,,,,,,,,,,,1716.0941994998138,1717.09340529982,1717.09340529982,1717.2960853998084,1717.2960853998084,1717.2960853998084,4,1,1.2008412000723183,1718.503910599975,1718.8585326999892,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,13,13,67,,,,,,,,,,,1719.0585114997812,1720.05985459988,1720.05985459988,1720.2568545998074,1720.2568545998074,1720.2568545998074,5,1,1.200001599965617,1721.4633803998586,1721.81693849992,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,14,14,1,,,,,,,,,,,1722.0170781998895,1723.0210028998554,1723.0210028998554,1723.2188828999642,1723.2188828999642,1723.2188828999642,4,1,0.9118256999645382,1724.1415513998363,1724.4894610999618,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,15,15,78,,,,,,,,,,,1724.6908332998864,1725.691600699909,1725.691600699909,1725.891576099908,1725.891576099908,1725.891576099908,5,1,1.0517710000276566,1726.9535467999522,1727.3023092998192,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,16,16,34,,,,,,,,,,,1727.5042295998428,1728.5078720999882,1728.5078720999882,1728.706793999998,1728.706793999998,1728.706793999998,5,1,0.723219099920243,1729.4385398998857,1729.7891338998452,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,17,17,43,,,,,,,,,,,1729.9891694998369,,1730.983929199865,1731.1847769999877,1731.1847769999877,1731.1847769999877,5,1,0.4999784000683576,1731.691822099965,1732.0459291997831,1731.1847769999877,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,18,18,62,,,,,,,,,,,1732.248774799984,1733.2528829998337,1733.2528829998337,1733.44805789995,1733.44805789995,1733.44805789995,5,1,0.6249100000131875,1734.0850688999053,1734.4308859999292,,,1734.630314799957,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,19,19,77,,,,,,,,,,,1734.630314799957,1735.6300139999948,1735.6300139999948,1735.8363663998898,1735.8363663998898,1735.8363663998898,4,1,0.45233980007469654,1736.2955928999,1736.6486161998473,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,20,20,74,,,,,,,,,,,1736.8507654999848,,1737.8418596999254,1738.0469580998179,1738.0469580998179,1738.0469580998179,5,1,0.39445220003835857,1738.449032599805,1738.806168399984,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,21,21,21,,,,,,,,,,,1739.0042099999264,,1739.9946677999105,1740.2004807998892,1740.2004807998892,1740.2004807998892,4,1,0.677600100170821,1740.8852907998953,1741.2384673999622,1740.2004807998892,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,22,22,24,,,,,,,,,,,1741.4471134999767,1742.4550968999974,1742.4550968999974,1742.6421685998794,1742.6421685998794,1742.6421685998794,4,1,0.7849362997803837,1743.4333908997942,1743.7876026998274,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,23,23,54,,,,,,,,,,,1743.9894987998996,,1744.9823423000053,1745.1842158997897,1745.1842158997897,1745.1842158997897,5,1,0.5966012999415398,1745.7865660998505,1746.1419818999711,1745.1842158997897,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,24,24,60,,,,,,,,,,,1746.3424844997935,1747.3440505999606,1747.3440505999606,1747.5374157999177,1747.5374157999177,1747.5374157999177,4,1,0.9588011999148875,1748.503353299806,1748.8568131998181,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,25,25,17,,,,,,,,,,,1749.0588787999004,1750.0608540999237,1750.0608540999237,1750.2592931999825,1750.2592931999825,1750.2592931999825,4,1,0.49446010007523,1750.7607532998081,1751.1130545998458,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,26,26,75,,,,,,,,,,,1751.3150496999733,1752.3173412999604,1752.3173412999604,1752.5139881998766,1752.5139881998766,1752.5139881998766,5,1,0.4993169999215752,1753.0206600998063,1753.3777173999697,,1753.3699718997814,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,27,27,37,,,,,,,,,,,1753.574209399987,1754.578142899787,1754.578142899787,1754.7736617999617,1754.7736617999617,1754.7736617999617,4,1,0.6731507999356836,1755.4558021998964,1755.8088778997771,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,8,0,8,0,0,28,28,46,,,,,,,,,,,1756.0095661999658,1757.0095623999368,1757.0095623999368,1757.2101136997808,1757.2101136997808,1757.2101136997808,None,1,[],1758.7116518998519,1759.0587245998904,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,29,29,36,,,,,,,,,,,1759.2602212999482,1760.2602996998467,1760.2602996998467,1760.4600333999842,1760.4600333999842,1760.4600333999842,4,1,0.541349699953571,1761.0120129999705,1761.364643999841,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,8,0,8,0,0,30,30,28,,,,,,,,,,,1761.5643057997804,,1762.5508625998627,1762.7531802000012,1762.7531802000012,1762.7531802000012,4,1,0.44490600004792213,1763.2037231998984,1763.5617748999503,1762.7531802000012,1763.5554113998078,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,8,0,8,0,0,31,31,59,,,,,,,,,,,1763.7559106999543,1764.7582651998382,1764.7582651998382,1764.9595281998627,1764.9595281998627,1764.9595281998627,5,1,0.5000903999898583,1765.4665370997973,1765.8206026998814,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,8,0,8,0,0,32,32,9,,,,,,,,,,,1766.0232323999517,,1767.0150220999494,1767.2169185997918,1767.2169185997918,1767.2169185997918,4,1,0.6108807998243719,1767.8345674998127,1768.1904821998905,1767.2169185997918,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
