Congruency_condition,Target_position,Target_identity,Correct_key,Parallel_signal,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textPresent_welcome_message.started,keyPress_SPACE_bar.started,textExperiment_start_confirmation.started,textPresent_welcome_message.stopped,keyPress_SPACE_bar.keys,keyPress_SPACE_bar.rt,textBlock_intro.started,keyBlock_start.started,keyBlock_start.keys,keyBlock_start.rt,textJitter_blank_screen.started,textJitter_blank_screen.stopped,textFixation_cross_I.started,textFixation_cross_II.started,textTarget_presentation.started,button_resp.started,button_resp.keys,button_resp.corr,button_resp.rt,textReaction_feedback.started,textISI_blank_screen.started,textFixation_cross_I.stopped,textReaction_feedback.stopped,textISI_blank_screen.stopped,textGoodbye_message.started,keyEnd_experiment.started,textGoodbye_message.stopped,keyEnd_experiment.keys,keyEnd_experiment.corr,keyEnd_experiment.rt,Participant (no.: ###),Session (no.: ###),Gender (m/f/d),Handedness (r/l),Height (cm),Weight (kg),date,expName,psychopyVersion,participant,frameRate,
,,,,,,,,,,,,,11.265722599811852,11.265722599811852,13.221949299797416,13.265710999956354,space,102.73442430002615,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,0,0,52,,,,,,,114.02883949992247,114.02883949992247,space,2.1783947001677006,116.24026909982786,117.24348849989474,117.24348849989474,117.42404509987682,117.42404509987682,117.42404509987682,4,1,0.3288368000648916,117.75988799985498,118.11393399978988,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,1,1,50,,,,,,,,,,,118.31525059998967,119.31524439994246,119.31524439994246,119.51767019997351,119.51767019997351,119.51767019997351,5,1,0.263497699983418,119.78857949981466,120.14358399994671,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,2,2,63,,,,,,,,,,,120.34450879995711,,121.33958189981058,121.53782749990933,121.53782749990933,121.53782749990933,4,0,0.23054059990681708,121.7763561999891,122.12904859986156,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,3,3,61,,,,,,,,,,,122.3309539000038,123.3290904997848,123.3290904997848,123.52636099979281,123.52636099979281,123.52636099979281,5,0,0.38309839996509254,123.92454069992527,124.2683795997873,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,4,4,71,,,,,,,,,,,124.4683989000041,125.46943409997039,125.46943409997039,125.67025959980674,125.67025959980674,125.67025959980674,4,0,1.1123444000259042,126.79046769998968,127.1436245997902,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,5,5,62,,,,,,,,,,,127.34646839997731,128.34790449985303,128.34790449985303,128.53989589982666,128.53989589982666,128.53989589982666,5,1,0.5063994000665843,129.05191039992496,129.40739079983905,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,6,6,59,,,,,,,,,,,129.6140712997876,130.61887739994563,130.61887739994563,130.80574969993904,130.80574969993904,130.80574969993904,4,0,0.6549976000096649,131.4676891998388,131.82192709995434,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,7,7,19,,,,,,,,,,,132.02311959979124,133.02312839985825,133.02312839985825,133.22450469993055,133.22450469993055,133.22450469993055,5,1,0.5557694998569787,133.787399899913,134.1428923998028,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,8,8,55,,,,,,,,,,,134.35030259983614,135.35588879999705,135.35588879999705,135.53817670000717,135.53817670000717,135.53817670000717,5,1,0.43115610000677407,135.97485229978338,136.32988669979386,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,9,9,69,,,,,,,,,,,136.5319246998988,,137.52483859984204,137.7263946000021,137.7263946000021,137.7263946000021,5,0,0.569324400043115,138.3027215998154,138.65454149991274,137.7263946000021,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,10,10,20,,,,,,,,,,,138.85832419991493,,139.84982409980148,140.05279319989495,140.05279319989495,140.05279319989495,4,1,0.9723169000353664,141.03082339977846,141.3893522999715,140.05279319989495,141.38253879989497,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,11,11,57,,,,,,,,,,,141.5850683997851,142.5853596997913,142.5853596997913,142.78667699988,142.78667699988,142.78667699988,4,1,1.0287339000497013,143.8214738999959,144.17709609982558,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,12,12,76,,,,,,,,,,,144.37731429981068,145.37795859994367,145.37795859994367,145.58009859989397,145.58009859989397,145.58009859989397,5,0,0.6522220000624657,146.23870250000618,146.59358629980125,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,13,13,3,,,,,,,,,,,146.7940452999901,147.79575589997694,147.79575589997694,147.99671949981712,147.99671949981712,147.99671949981712,4,0,1.194049100158736,149.19884839979932,149.54823809978552,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,14,14,45,,,,,,,,,,,149.75285899988376,,150.74551759986207,150.94814999983646,150.94814999983646,150.94814999983646,5,0,0.45864870003424585,151.41518079978414,151.76463719992898,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,15,15,77,,,,,,,,,,,151.96479159989394,152.96715559996665,152.96715559996665,153.16834999993443,153.16834999993443,153.16834999993443,4,1,0.7777734000701457,153.95301099983044,154.30726059991866,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,16,16,64,,,,,,,,,,,154.5085883999709,,155.49465189990588,155.69617259991355,155.69617259991355,155.69617259991355,4,1,0.3407634000759572,156.04379679984413,156.39786689984612,155.69617259991355,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,17,17,75,,,,,,,,,,,156.60193469980732,157.60638659982942,157.60638659982942,157.8081975998357,157.8081975998357,157.8081975998357,5,1,0.43088150001131,158.2527206998784,158.59929489996284,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,18,18,65,,,,,,,,,,,158.80484509980306,159.8083605999127,159.8083605999127,160.01080939988606,160.01080939988606,160.01080939988606,4,1,0.6028029001317918,160.62616729992442,160.97407929995097,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,19,19,44,,,,,,,,,,,161.17738469992764,162.1797026998829,162.1797026998829,162.37761049997061,162.37761049997061,162.37761049997061,4,1,0.8562022000551224,163.24339329986833,163.59910979983397,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,20,20,43,,,,,,,,,,,163.79393669986166,164.7936721998267,164.7936721998267,164.99747389997356,164.99747389997356,164.99747389997356,5,1,0.4149891999550164,165.41895069996826,165.7739543998614,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,21,21,42,,,,,,,,,,,165.97411459987052,166.97349579981528,166.97349579981528,167.17611889983527,167.17611889983527,167.17611889983527,5,1,0.7438554000109434,167.92627339996397,168.28444319986738,,168.27698989980854,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,22,22,70,,,,,,,,,,,168.48194529977627,,169.47474729991518,169.67920209979638,169.67920209979638,169.67920209979638,5,1,0.28922239993698895,169.97410699981265,170.32779529993422,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,23,23,34,,,,,,,,,,,170.52918859990314,171.53129639988765,171.53129639988765,171.72568819997832,171.72568819997832,171.72568819997832,5,1,0.3264119999948889,172.0596474998165,172.41244549979456,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,24,24,27,,,,,,,,,,,172.61515969992615,173.6149142999202,173.6149142999202,173.8119049000088,173.8119049000088,173.8119049000088,5,1,0.4715748999733478,174.29092149995267,174.64741459977813,,174.64045349997468,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,25,25,18,,,,,,,,,,,174.84168339986354,,175.84152369992808,176.0431760000065,176.0431760000065,176.0431760000065,5,1,0.45266870013438165,176.50285919988528,176.85688129998744,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,26,26,32,,,,,,,,,,,177.05829989979975,178.05827779998071,178.05827779998071,178.2582243999932,178.2582243999932,178.2582243999932,4,1,1.000284899957478,179.26900999993086,179.62066119979136,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,27,27,8,,,,,,,,,,,179.82116829999723,180.8221876998432,180.8221876998432,181.02336899982765,181.02336899982765,181.02336899982765,4,1,0.6597842001356184,181.69090719986707,182.04458869993687,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,28,28,31,,,,,,,,,,,182.24601769982837,183.25318959983997,183.25318959983997,183.4436969999224,183.4436969999224,183.4436969999224,4,0,0.5790012998040766,184.02969879982993,184.38411759980954,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,29,29,78,,,,,,,,,,,184.58505849982612,185.59042799985036,185.59042799985036,185.78133239992894,185.78133239992894,185.78133239992894,4,0,1.0401860000565648,186.82900979998522,187.18275869986974,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,30,30,1,,,,,,,,,,,187.38442189991474,188.38987189996988,188.38987189996988,188.58462589979172,188.58462589979172,188.58462589979172,5,0,0.3971800000872463,188.9894723999314,189.34288649982773,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,31,31,7,,,,,,,,,,,189.55242409999482,190.54980459995568,190.54980459995568,190.74692409997806,190.74692409997806,190.74692409997806,4,0,0.4848325999919325,191.24015319999307,191.59402899979614,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,32,32,40,,,,,,,,,,,191.79069569986314,192.79290409991518,192.79290409991518,192.9943123999983,192.9943123999983,192.9943123999983,5,0,0.39649059996008873,193.39832219993696,193.75223220000044,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,33,33,56,,,,,,,,,,,193.95299579994753,,194.9461970999837,195.1470027999021,195.1470027999021,195.1470027999021,4,1,0.3573080999776721,195.51003159978427,195.8656671999488,195.1470027999021,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,34,34,37,,,,,,,,,,,196.06404359987937,,197.05702239996754,197.25880439998582,197.25880439998582,197.25880439998582,5,0,0.2569365000817925,197.52379539981484,197.87587809981778,197.25880439998582,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,35,35,74,,,,,,,,,,,198.07391329994425,199.0768954998348,199.0768954998348,199.27917869994417,199.27917869994417,199.27917869994417,5,1,0.5856378001626581,199.87552639981732,200.2247290997766,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,36,36,38,,,,,,,,,,,200.42783669987693,201.42912209988572,201.42912209988572,201.6300654998049,201.6300654998049,201.6300654998049,5,1,0.32947349990718067,201.96704489993863,202.32056299992837,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,37,37,6,,,,,,,,,,,202.5225511000026,203.52909389999695,203.52909389999695,203.7235381999053,203.7235381999053,203.7235381999053,5,1,0.36113400012254715,204.09157669986598,204.44097009999678,,,204.63946320000105,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,38,38,26,,,,,,,,,,,204.63946320000105,205.63974479981698,205.63974479981698,205.8406568998471,205.8406568998471,205.8406568998471,5,1,0.4239632000681013,206.27363139996305,206.62682789983228,205.8406568998471,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,39,39,30,,,,,,,,,,,206.82830880000256,207.82786739990115,207.82786739990115,208.03192479978316,208.03192479978316,208.03192479978316,5,1,0.3730373999569565,208.41208859998733,208.76460130000487,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,40,40,53,,,,,,,,,,,208.96697709988803,209.9668382999953,209.9668382999953,210.1695005998481,210.1695005998481,210.1695005998481,4,1,0.3730885998811573,210.5500528998673,210.90369639988057,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,41,41,0,,,,,,,,,,,211.10421889997087,212.1054347997997,212.1054347997997,212.30589479999617,212.30589479999617,212.30589479999617,4,1,0.5637638999614865,212.8761002998799,213.23027509986423,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,42,42,36,,,,,,,,,,,213.43130589998327,214.43216689978726,214.43216689978726,214.63295439979993,214.63295439979993,214.63295439979993,4,1,0.23991620005108416,214.8819405999966,215.23630729992874,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,43,43,17,,,,,,,,,,,215.4379863999784,,216.4254440998193,216.63298359978944,216.63298359978944,216.63298359978944,5,0,0.37303279992192984,217.02022549998946,217.36974329990335,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,44,44,58,,,,,,,,,,,217.56743239983916,218.57172829983756,218.57172829983756,218.77481829980388,218.77481829980388,218.77481829980388,5,1,0.5215972999576479,219.3054793998599,219.66073629981838,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,45,45,48,,,,,,,,,,,219.85424159979448,220.85501549998298,220.85501549998298,221.05829969979823,221.05829969979823,221.05829969979823,4,1,0.47783079999499023,221.54276989982463,221.89716749987565,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,46,46,41,,,,,,,,,,,222.09800049988553,,223.09158559981734,223.29531749989837,223.29531749989837,223.29531749989837,4,1,0.5604407000355422,223.86106679984368,224.21657389984466,223.29531749989837,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,47,47,28,,,,,,,,,,,224.41819110000506,225.4174667999614,225.4174667999614,225.61963029997423,225.61963029997423,225.61963029997423,4,1,0.4098831999581307,226.0361830999609,226.39041109988466,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,48,48,35,,,,,,,,,,,226.59010249981657,227.58998089982197,227.58998089982197,227.79099159990437,227.79099159990437,227.79099159990437,5,1,0.3926341999322176,228.19168960000388,228.5421032998711,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,49,49,66,,,,,,,,,,,228.74307219986804,,229.7360736997798,229.93739659991115,229.93739659991115,229.93739659991115,5,1,0.35466589988209307,230.3066620999016,230.65281839994714,229.93739659991115,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,50,50,73,,,,,,,,,,,230.8539765998721,231.85429089982063,231.85429089982063,232.0495987997856,232.0495987997856,232.0495987997856,5,0,0.5066519000101835,232.56983519997448,232.91622299980372,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,51,51,15,,,,,,,,,,,233.11884029977955,234.11737150000408,234.11737150000408,234.31933079985902,234.31933079985902,234.31933079985902,4,0,0.47345229983329773,234.80145329982042,235.1536072997842,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,52,52,68,,,,,,,,,,,235.35544139984995,236.35560719994828,236.35560719994828,236.56379159982316,236.56379159982316,236.56379159982316,4,1,0.6731178001500666,237.2487934997771,237.5998395998031,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,53,53,33,,,,,,,,,,,237.79994099983014,238.80112989991903,238.80112989991903,239.00288879987784,239.00288879987784,239.00288879987784,4,1,0.4011819001752883,239.4094894998707,239.76751659996808,,239.76036799978465,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,54,54,13,,,,,,,,,,,239.96466009994037,240.96454809978604,240.96454809978604,241.1676196998451,241.1676196998451,241.1676196998451,4,1,0.47940399986691773,241.6538740999531,242.00835069990717,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,55,55,60,,,,,,,,,,,242.20820809993893,,243.2021715999581,243.40371179999784,243.40371179999784,243.40371179999784,4,1,0.423257399816066,243.8335278998129,244.18731660000049,243.40371179999784,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,56,56,5,,,,,,,,,,,244.38854799978435,245.38790349988267,245.38790349988267,245.5893696998246,245.5893696998246,245.5893696998246,4,1,0.3895334000699222,245.98538339999504,246.34093929990195,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,57,57,11,,,,,,,,,,,246.54335359996185,247.5418614000082,247.5418614000082,247.74214809993282,247.74214809993282,247.74214809993282,5,1,0.5293931998312473,248.2782649998553,248.6325270999223,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,58,58,25,,,,,,,,,,,248.83400589996018,249.83291789982468,249.83291789982468,250.03509569982998,250.03509569982998,250.03509569982998,5,0,0.9997427999041975,251.04278039978817,251.39670239994302,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,59,59,23,,,,,,,,,,,251.59655129979365,,252.58977059996687,252.79116859985515,252.79116859985515,252.79116859985515,4,0,0.4943758000154048,253.2919270999264,253.64993319986388,,253.64291920000687,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,60,60,46,,,,,,,,,,,253.8460893998854,254.84680559998378,254.84680559998378,255.0483438000083,255.0483438000083,255.0483438000083,5,1,0.6384563001338392,255.693187299883,256.0475135999732,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,61,61,47,,,,,,,,,,,256.2510685999878,257.24894219986163,257.24894219986163,257.45183609984815,257.45183609984815,257.45183609984815,4,0,0.31245880015194416,257.7711787999142,258.12491159979254,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,62,62,21,,,,,,,,,,,258.3249746998772,259.32778779999353,259.32778779999353,259.5269279999193,259.5269279999193,259.5269279999193,4,1,0.5492823999375105,260.08324299985543,260.43604349996895,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,63,63,24,,,,,,,,,,,260.6399191999808,261.6462772998493,261.6462772998493,261.832048199838,261.832048199838,261.832048199838,4,1,0.4111413999926299,262.2501261997968,262.60434649977833,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,64,64,22,,,,,,,,,,,262.805661899969,,263.79529089992866,263.9966168999672,263.9966168999672,263.9966168999672,5,1,0.32915799994952977,264.33165649999864,264.68643799982965,263.9966168999672,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,65,65,29,,,,,,,,,,,264.8846560998354,265.88744119997136,265.88744119997136,266.08267119992524,266.08267119992524,266.08267119992524,4,1,0.4242571000941098,266.51363319996744,266.86751069989987,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,66,66,79,,,,,,,,,,,267.06918139988557,,268.06249879999086,268.2649874999188,268.2649874999188,268.2649874999188,4,0,0.3944345999043435,268.6750760998111,269.0203518997878,268.2649874999188,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,67,67,2,,,,,,,,,,,269.2216623998247,,270.21109169977717,270.4160359997768,270.4160359997768,270.4160359997768,4,0,0.47994650015607476,270.90343749988824,271.25580689986236,270.4160359997768,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,68,68,16,,,,,,,,,,,271.45440109982155,,272.44662049994804,272.653467600001,272.653467600001,272.653467600001,5,0,0.4510973999276757,273.1131163998507,273.4637862998061,272.653467600001,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,69,69,72,,,,,,,,,,,273.66556469979696,,274.6589339999482,274.8596273998264,274.8596273998264,274.8596273998264,5,0,0.5560175999999046,275.422680699965,275.77731769997627,274.8596273998264,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
